,bush,state,edu,age
3602,1.0,43,2,3
3603,0.0,34,4,2
3604,0.0,11,2,2
3605,,36,3,2
3606,0.0,18,2,3
3607,0.0,36,2,3
3608,0.0,4,1,3
3609,1.0,36,1,3
3610,0.0,47,3,2
3611,0.0,18,4,1
3612,1.0,36,3,3
3613,1.0,33,3,2
3614,1.0,15,2,3
3615,0.0,44,2,4
3616,1.0,5,3,4
3617,1.0,41,4,2
3618,1.0,19,3,2
3619,0.0,11,3,1
3620,1.0,47,3,4
3621,1.0,44,2,1
3622,0.0,36,1,4
3623,1.0,23,3,2
3624,1.0,10,2,1
3625,1.0,41,4,2
3626,0.0,31,4,2
3627,0.0,33,4,3
3628,0.0,48,2,3
3629,0.0,28,3,1
3630,1.0,43,3,2
3631,1.0,17,3,3
3632,1.0,28,4,2
3633,1.0,19,2,3
3634,1.0,43,2,1
3635,0.0,44,2,2
3636,0.0,23,3,1
3637,0.0,10,2,4
3638,0.0,25,2,2
3639,1.0,37,3,2
3640,1.0,14,4,2
3641,1.0,21,2,2
3642,1.0,4,2,3
3643,0.0,44,2,1
3644,0.0,26,4,1
3645,1.0,1,4,3
3646,1.0,26,4,2
3647,1.0,50,4,3
3648,0.0,43,2,2
3649,1.0,43,4,3
3650,,44,2,3
3651,,36,2,3
3652,0.0,15,3,2
3653,0.0,16,3,2
3654,0.0,14,4,2
3655,0.0,26,2,3
3656,1.0,28,3,4
3657,1.0,23,4,2
3658,1.0,44,3,2
3659,1.0,45,2,1
3660,0.0,10,3,1
3661,1.0,43,4,2
3662,1.0,5,4,3
3663,0.0,14,4,2
3664,,5,4,2
3665,,13,4,1
3666,1.0,19,4,2
3667,1.0,18,3,2
3668,1.0,16,2,2
3669,0.0,48,1,3
3670,0.0,5,2,3
3671,1.0,43,1,4
3672,1.0,5,4,3
3673,1.0,48,3,3
3674,1.0,5,4,2
3675,1.0,44,3,1
3676,0.0,14,2,3
3677,0.0,5,2,1
3678,0.0,48,4,1
3679,,13,4,4
3680,1.0,6,2,2
3681,0.0,14,4,1
3682,1.0,5,2,4
3683,0.0,5,3,4
3684,1.0,5,3,3
3685,1.0,19,4,2
3686,1.0,43,3,1
3687,,5,3,3
3688,1.0,44,4,2
3689,,6,4,3
3690,1.0,5,3,1
3691,1.0,5,2,4
3692,,3,3,3
3693,,6,3,1
3694,1.0,48,4,2
3695,,25,1,3
3696,1.0,48,4,3
3697,0.0,5,2,1
3698,0.0,48,3,2
3699,0.0,48,3,1
3700,0.0,5,3,1
3701,0.0,6,4,1
3702,1.0,5,2,4
3703,0.0,32,2,2
3704,0.0,48,4,2
3705,,5,3,2
3706,0.0,48,3,1
3707,0.0,45,2,1
3708,0.0,45,4,2
3709,0.0,5,4,1
3710,1.0,5,2,3
3711,1.0,32,2,2
3712,1.0,5,3,2
3713,1.0,5,2,1
3714,1.0,5,3,2
3715,0.0,5,4,2
3716,0.0,5,4,3
3717,1.0,5,3,2
3718,0.0,5,4,1
3719,0.0,3,4,3
3720,1.0,38,1,2
3721,0.0,5,3,2
3722,,5,3,1
3723,,5,3,1
3724,1.0,5,3,1
3725,0.0,38,3,3
3726,1.0,5,3,1
3727,1.0,6,4,2
3728,0.0,48,4,3
3729,0.0,38,4,2
3730,0.0,5,4,3
3731,0.0,5,2,1
3732,1.0,48,2,3
3733,1.0,5,4,1
3734,1.0,5,4,1
3735,,45,3,1
3736,1.0,5,2,1
3737,0.0,5,2,4
3738,0.0,5,4,2
3739,0.0,5,3,2
3740,1.0,45,4,2
3741,1.0,38,3,2
3742,1.0,5,3,2
3743,0.0,48,3,2
3744,0.0,5,1,1
3745,,5,2,4
3746,1.0,5,3,2
3747,0.0,48,3,2
3748,,5,4,2
3749,0.0,38,4,1
3750,0.0,3,4,1
3751,1.0,5,4,1
3752,1.0,48,3,2
3753,1.0,5,4,2
3754,1.0,5,2,3
3755,0.0,48,3,2
3756,1.0,29,3,3
3757,1.0,5,2,1
3758,1.0,5,4,2
3759,0.0,5,2,2
3760,1.0,5,4,3
3761,1.0,5,4,3
3762,0.0,39,3,2
3763,1.0,21,3,4
3764,1.0,11,4,1
3765,0.0,1,2,1
3766,0.0,15,4,2
3767,1.0,13,3,1
3768,0.0,28,2,4
3769,1.0,44,1,3
3770,0.0,47,4,2
3771,0.0,24,3,2
3772,1.0,21,4,2
3773,1.0,23,2,3
3774,1.0,31,2,2
3775,0.0,14,2,2
3776,1.0,39,4,2
3777,1.0,44,4,4
3778,1.0,10,3,3
3779,0.0,44,4,3
3780,1.0,17,2,1
3781,0.0,47,1,3
3782,0.0,39,2,3
3783,1.0,39,4,2
3784,0.0,44,2,3
3785,1.0,10,4,4
3786,1.0,43,2,1
3787,1.0,10,3,1
3788,1.0,47,2,1
3789,1.0,19,2,3
3790,0.0,4,2,4
3791,1.0,11,2,3
3792,1.0,11,3,2
3793,1.0,34,2,4
3794,1.0,47,4,4
3795,1.0,5,4,2
3796,1.0,34,1,2
3797,1.0,5,2,1
3798,0.0,5,2,4
3799,,28,2,3
3800,0.0,5,2,3
3801,1.0,3,4,4
3802,1.0,13,3,3
3803,0.0,22,2,3
3804,1.0,50,4,3
3805,,24,3,1
3806,0.0,26,1,3
3807,1.0,5,3,2
3808,,22,4,4
3809,0.0,24,2,2
3810,,14,4,4
3811,1.0,19,2,3
3812,0.0,5,3,3
3813,0.0,27,4,2
3814,1.0,5,4,3
3815,0.0,44,1,4
3816,0.0,37,4,2
3817,,6,2,2
3818,,16,4,3
3819,1.0,41,2,3
3820,1.0,41,1,3
3821,0.0,47,4,2
3822,0.0,14,1,2
3823,0.0,29,1,3
3824,0.0,15,1,4
3825,0.0,3,2,2
3826,0.0,5,3,1
3827,0.0,37,1,4
3828,0.0,39,2,2
3829,0.0,5,2,1
3830,0.0,39,2,4
3831,0.0,44,4,2
3832,0.0,17,1,2
3833,0.0,5,1,2
3834,0.0,11,2,1
3835,0.0,37,2,2
3836,0.0,48,2,2
3837,0.0,10,2,1
3838,0.0,24,2,2
3839,,39,4,4
3840,0.0,6,3,2
3841,1.0,14,2,4
3842,1.0,40,2,1
3843,1.0,23,3,2
3844,1.0,39,2,3
3845,1.0,35,2,2
3846,0.0,33,3,2
3847,1.0,10,4,1
3848,1.0,45,3,1
3849,1.0,39,3,2
3850,1.0,22,2,4
3851,0.0,44,1,2
3852,0.0,39,1,2
3853,0.0,40,3,2
3854,0.0,10,1,3
3855,1.0,21,3,2
3856,0.0,33,2,4
3857,0.0,5,3,4
3858,0.0,15,4,1
3859,1.0,47,4,1
3860,1.0,41,3,4
3861,1.0,33,4,2
3862,1.0,22,1,3
3863,1.0,18,3,2
3864,0.0,34,3,3
3865,1.0,34,3,3
3866,0.0,7,2,1
3867,0.0,39,2,3
3868,1.0,22,2,3
3869,1.0,39,3,2
3870,1.0,33,4,1
3871,1.0,36,2,2
3872,1.0,22,4,1
3873,0.0,34,2,3
3874,1.0,39,2,2
3875,1.0,5,3,3
3876,1.0,39,3,3
3877,,34,1,3
3878,1.0,33,2,1
3879,1.0,31,4,2
3880,0.0,21,1,4
3881,1.0,34,2,2
3882,1.0,15,2,4
3883,0.0,33,4,3
3884,1.0,31,2,4
3885,0.0,33,1,3
3886,0.0,21,4,2
3887,1.0,14,4,2
3888,1.0,36,2,1
3889,1.0,15,3,2
3890,,23,2,2
3891,1.0,36,3,3
3892,1.0,23,4,2
3893,1.0,31,2,1
3894,0.0,22,3,2
3895,0.0,10,3,2
3896,0.0,22,3,1
3897,1.0,22,2,2
3898,1.0,15,2,1
3899,0.0,15,4,4
3900,1.0,15,4,3
3901,0.0,31,2,3
3902,0.0,22,1,4
3903,0.0,41,3,3
3904,1.0,33,3,2
3905,0.0,31,2,1
3906,0.0,22,3,2
3907,0.0,33,2,3
3908,1.0,36,2,3
3909,0.0,40,4,3
3910,1.0,22,4,2
3911,0.0,22,4,1
3912,1.0,33,1,3
3913,0.0,10,3,2
3914,1.0,21,1,3
3915,1.0,21,3,2
3916,0.0,33,4,2
3917,0.0,39,3,3
3918,0.0,23,3,2
3919,0.0,23,2,3
3920,0.0,34,2,3
3921,1.0,33,2,1
3922,0.0,23,2,4
3923,0.0,47,4,2
3924,1.0,50,2,4
3925,1.0,5,4,4
3926,,6,3,1
3927,1.0,47,3,3
3928,0.0,44,2,3
3929,1.0,23,4,2
3930,1.0,7,2,2
3931,1.0,10,2,4
3932,0.0,11,2,3
3933,1.0,10,3,2
3934,1.0,26,4,3
3935,1.0,5,4,4
3936,1.0,15,2,3
3937,0.0,26,2,2
3938,1.0,36,2,4
3939,1.0,23,2,4
3940,0.0,7,3,1
3941,1.0,5,3,3
3942,1.0,10,4,4
3943,0.0,7,3,3
3944,0.0,23,4,2
3945,1.0,33,1,4
3946,1.0,42,3,3
3947,1.0,10,4,3
3948,1.0,48,2,3
3949,0.0,33,3,4
3950,0.0,33,2,4
3951,1.0,14,3,3
3952,0.0,15,1,3
3953,1.0,14,2,4
3954,,5,2,3
3955,0.0,41,3,1
3956,0.0,11,2,3
3957,0.0,14,1,3
3958,,10,1,2
3959,0.0,39,3,1
3960,1.0,14,2,3
3961,0.0,14,4,1
3962,1.0,5,4,2
3963,0.0,39,2,2
3964,0.0,39,4,2
3965,1.0,36,4,3
3966,1.0,20,4,2
3967,0.0,39,4,1
3968,0.0,21,2,4
3969,0.0,28,3,2
3970,0.0,50,2,2
3971,0.0,40,4,2
3972,1.0,7,3,1
3973,0.0,7,4,2
3974,0.0,19,3,3
3975,1.0,44,4,4
3976,0.0,4,2,1
3977,0.0,19,2,1
3978,1.0,14,3,2
3979,0.0,5,4,2
3980,1.0,10,2,2
3981,0.0,24,3,2
3982,1.0,37,2,1
3983,1.0,44,2,3
3984,1.0,1,3,3
3985,0.0,44,4,2
3986,1.0,44,3,2
3987,1.0,44,4,3
3988,0.0,10,1,4
3989,1.0,37,2,3
3990,0.0,19,4,3
3991,1.0,10,4,2
3992,1.0,37,4,3
3993,0.0,19,2,3
3994,1.0,32,3,1
3995,1.0,33,4,2
3996,0.0,3,4,4
3997,0.0,14,4,4
3998,0.0,33,2,2
3999,0.0,33,4,3
4000,0.0,37,1,4
4001,0.0,43,2,2
4002,1.0,14,2,4
4003,1.0,50,3,2
4004,0.0,16,4,1
4005,1.0,17,4,2
4006,1.0,26,4,2
4007,0.0,42,3,3
4008,1.0,24,4,4
4009,0.0,14,2,3
4010,1.0,23,1,4
4011,1.0,24,4,3
4012,0.0,35,2,3
4013,1.0,21,3,1
4014,1.0,47,2,3
4015,,39,4,2
4016,1.0,5,4,4
4017,1.0,10,4,1
4018,0.0,17,2,1
4019,,23,2,3
4020,1.0,10,4,1
4021,1.0,15,4,2
4022,1.0,17,2,2
4023,1.0,50,1,1
4024,1.0,33,4,1
4025,0.0,6,3,4
4026,1.0,5,4,2
4027,1.0,36,1,1
4028,1.0,43,3,2
4029,1.0,44,3,2
4030,0.0,16,3,3
4031,,5,3,4
4032,1.0,10,2,3
4033,0.0,31,3,2
4034,0.0,46,3,2
4035,0.0,34,1,4
4036,1.0,15,2,1
4037,0.0,33,3,2
4038,1.0,15,2,1
4039,0.0,32,2,2
4040,0.0,3,3,2
4041,0.0,33,1,3
4042,0.0,33,4,2
4043,1.0,17,2,3
4044,1.0,50,2,2
4045,,32,2,2
4046,1.0,41,3,1
4047,1.0,44,4,3
4048,1.0,22,2,2
4049,1.0,10,4,3
4050,1.0,31,3,2
4051,1.0,47,3,1
4052,,10,4,2
4053,1.0,24,2,3
4054,1.0,6,3,4
4055,0.0,22,4,2
4056,0.0,21,4,3
4057,1.0,14,1,3
4058,,34,2,3
4059,1.0,47,2,1
4060,1.0,33,3,2
4061,1.0,33,4,2
4062,0.0,41,3,2
4063,,23,1,3
4064,1.0,36,2,2
4065,1.0,47,3,2
4066,0.0,32,3,2
4067,0.0,10,4,2
4068,0.0,31,4,2
4069,1.0,36,2,3
4070,0.0,23,3,4
4071,1.0,43,2,2
4072,,18,1,4
4073,,23,4,3
4074,0.0,36,4,2
4075,0.0,43,4,3
4076,1.0,10,4,1
4077,0.0,49,3,3
4078,0.0,33,1,1
4079,0.0,7,4,2
4080,1.0,24,4,2
4081,0.0,26,4,4
4082,1.0,33,4,1
4083,1.0,45,4,2
4084,0.0,3,2,2
4085,1.0,14,4,2
4086,1.0,44,2,3
4087,1.0,47,3,4
4088,1.0,11,3,2
4089,0.0,33,4,2
4090,1.0,24,4,3
4091,1.0,15,2,2
4092,1.0,28,4,1
4093,1.0,10,3,2
4094,1.0,47,4,2
4095,0.0,47,4,2
4096,1.0,31,4,1
4097,1.0,3,3,2
4098,0.0,14,2,3
4099,0.0,42,4,1
4100,0.0,26,2,1
4101,1.0,21,2,2
4102,0.0,26,3,3
4103,0.0,31,4,1
4104,1.0,39,3,3
4105,1.0,47,3,1
4106,1.0,31,2,4
4107,0.0,40,1,4
4108,1.0,30,1,3
4109,1.0,32,4,3
4110,,50,2,3
4111,0.0,26,2,3
4112,1.0,50,3,2
4113,0.0,13,4,3
4114,1.0,26,4,2
4115,1.0,17,4,1
4116,,14,1,4
4117,1.0,49,2,3
4118,1.0,36,1,2
4119,0.0,23,4,3
4120,,10,2,3
4121,0.0,10,3,3
4122,,1,2,3
4123,1.0,19,2,2
4124,0.0,3,4,3
4125,,4,4,2
4126,1.0,22,4,4
4127,1.0,1,2,1
4128,0.0,11,1,4
4129,1.0,47,3,1
4130,0.0,33,1,3
4131,1.0,14,2,4
4132,1.0,24,2,4
4133,1.0,11,4,3
4134,0.0,39,2,3
4135,1.0,25,3,2
4136,1.0,38,2,1
4137,0.0,44,3,2
4138,0.0,43,1,3
4139,,44,2,4
4140,0.0,13,4,3
4141,1.0,44,3,2
4142,1.0,45,2,1
4143,0.0,19,2,1
4144,1.0,24,4,2
4145,0.0,5,2,4
4146,0.0,26,2,3
4147,0.0,34,4,3
4148,1.0,14,2,1
4149,0.0,24,4,4
4150,1.0,38,3,2
4151,0.0,23,3,3
4152,1.0,39,2,4
4153,1.0,36,2,1
4154,1.0,14,2,4
4155,1.0,6,1,3
4156,1.0,26,3,3
4157,0.0,6,3,3
4158,1.0,19,2,1
4159,1.0,36,3,2
4160,1.0,22,4,3
4161,0.0,36,2,2
4162,1.0,36,3,4
4163,1.0,7,2,2
4164,1.0,39,4,4
4165,1.0,39,2,4
4166,0.0,24,1,4
4167,1.0,14,3,2
4168,0.0,26,2,3
4169,1.0,14,2,3
4170,1.0,23,3,4
4171,0.0,50,4,2
4172,0.0,39,4,2
4173,0.0,49,2,3
4174,1.0,25,3,3
4175,0.0,11,4,2
4176,0.0,50,4,1
4177,1.0,5,2,1
4178,,43,3,3
4179,0.0,22,4,4
4180,1.0,44,4,2
4181,1.0,36,4,2
4182,0.0,10,2,2
4183,0.0,47,3,2
4184,0.0,39,4,3
4185,0.0,39,3,2
4186,0.0,47,4,2
4187,1.0,47,3,1
4188,1.0,21,2,1
4189,,41,2,1
4190,0.0,18,3,2
4191,1.0,18,2,2
4192,1.0,45,3,4
4193,1.0,1,3,2
4194,1.0,10,2,3
4195,1.0,37,3,3
4196,1.0,14,3,4
4197,0.0,50,2,1
4198,0.0,50,2,4
4199,1.0,10,4,4
4200,0.0,39,1,2
4201,0.0,24,3,1
4202,1.0,34,2,2
4203,0.0,41,4,2
4204,0.0,9,2,2
4205,0.0,10,3,2
4206,,17,3,4
4207,1.0,11,4,3
4208,0.0,35,3,3
4209,0.0,35,4,2
4210,0.0,16,2,1
4211,0.0,50,2,4
4212,1.0,17,4,4
4213,1.0,25,3,2
4214,1.0,42,2,4
4215,1.0,15,3,2
4216,0.0,33,3,3
4217,1.0,14,3,1
4218,1.0,16,3,4
4219,,50,1,4
4220,1.0,23,3,3
4221,1.0,14,3,3
4222,1.0,6,2,3
4223,1.0,3,4,4
4224,0.0,10,3,4
4225,0.0,10,3,4
4226,1.0,41,4,1
4227,,5,4,2
4228,0.0,47,2,4
4229,1.0,42,3,1
4230,1.0,32,3,1
4231,0.0,6,3,3
4232,1.0,5,4,4
4233,1.0,44,1,1
4234,,27,3,2
4235,,23,2,1
4236,,36,2,3
4237,,39,2,2
4238,,33,2,1
4239,,36,2,2
4240,,7,2,3
4241,,31,2,3
4242,,47,4,1
4243,,21,2,2
4244,,39,3,2
4245,,21,4,3
4246,,30,3,2
4247,,37,2,2
4248,,37,1,4
4249,,33,2,3
4250,,10,2,1
4251,,23,2,3
4252,,7,2,1
4253,,10,3,2
4254,,47,3,2
4255,,16,2,1
4256,,39,2,1
4257,,39,4,2
4258,,14,2,2
4259,,47,4,2
4260,,10,4,2
4261,,15,4,1
4262,,47,3,2
4263,,15,2,1
4264,,36,3,2
4265,,11,1,4
4266,,40,2,4
4267,,4,1,3
4268,,33,2,3
4269,,39,3,1
4270,,23,2,1
4271,,31,3,2
4272,,31,4,1
4273,,33,1,2
4274,,34,1,4
4275,,39,3,2
4276,,15,3,2
4277,,18,4,2
4278,,23,2,1
4279,,39,3,2
4280,,23,3,1
4281,,7,1,2
4282,,31,4,1
4283,,5,3,2
4284,,14,1,4
4285,,44,3,1
4286,,26,3,2
4287,,37,3,2
4288,,38,2,2
4289,,44,3,1
4290,,44,3,1
4291,,33,2,4
4292,,33,4,2
4293,,14,1,3
4294,,26,2,3
4295,,21,1,1
4296,,17,4,3
4297,,50,3,2
4298,,44,1,1
4299,,10,1,2
4300,,17,1,3
4301,,50,2,1
4302,,14,3,1
4303,,5,2,1
4304,,5,2,2
4305,,50,3,2
4306,,44,3,1
4307,,5,4,1
4308,,14,2,1
4309,,31,2,2
4310,,31,3,1
4311,,3,3,1
4312,,41,2,3
4313,,22,3,2
4314,,28,2,1
4315,,14,1,3
4316,,15,1,3
4317,,14,2,2
4318,,41,4,2
4319,,11,3,1
4320,,26,3,1
4321,,11,2,1
4322,,28,2,1
4323,,34,4,3
4324,,34,2,2
4325,,11,4,2
4326,,10,2,1
4327,,6,2,3
4328,,28,3,1
4329,,5,2,2
4330,,36,3,1
4331,,5,2,1
4332,,18,3,1
4333,,5,1,1
4334,,48,1,2
4335,,5,2,2
4336,,48,3,2
4337,,48,2,3
4338,,5,4,1
4339,,48,2,3
4340,,48,1,3
4341,,5,1,3
4342,,5,2,1
4343,,5,2,2
4344,,5,3,2
4345,,38,2,1
4346,,3,3,4
4347,,48,2,2
4348,,44,4,2
4349,,5,3,1
4350,,48,3,2
4351,1.0,5,4,3
4352,0.0,5,3,2
4353,1.0,5,3,1
4354,1.0,5,4,2
4355,0.0,5,3,4
4356,1.0,5,2,1
4357,1.0,5,3,4
4358,,5,3,2
4359,1.0,5,4,1
4360,0.0,5,4,2
4361,0.0,38,4,2
4362,1.0,5,4,1
4363,0.0,5,3,1
4364,1.0,5,4,2
4365,0.0,5,4,1
4366,,5,4,4
4367,1.0,38,4,2
4368,1.0,5,2,2
4369,1.0,5,3,3
4370,1.0,5,3,1
4371,0.0,48,3,3
4372,0.0,48,3,2
4373,1.0,5,2,3
4374,1.0,38,3,1
4375,0.0,48,3,4
4376,1.0,5,2,1
4377,1.0,5,4,3
4378,1.0,5,3,2
4379,0.0,5,2,2
4380,0.0,5,4,2
4381,0.0,5,4,2
4382,1.0,5,2,3
4383,0.0,25,2,3
4384,,6,4,2
4385,1.0,48,2,1
4386,1.0,5,1,1
4387,0.0,48,4,3
4388,0.0,5,1,3
4389,0.0,38,2,3
4390,1.0,5,3,1
4391,0.0,5,4,2
4392,1.0,5,2,2
4393,1.0,5,4,3
4394,1.0,1,2,3
4395,0.0,44,3,4
4396,1.0,44,3,3
4397,,38,1,3
4398,0.0,5,4,2
4399,0.0,5,3,3
4400,1.0,5,3,2
4401,0.0,48,3,2
4402,1.0,3,3,4
4403,0.0,6,4,4
4404,0.0,5,4,3
4405,1.0,6,3,1
4406,1.0,3,2,4
4407,1.0,25,4,2
4408,1.0,48,3,4
4409,0.0,5,4,3
4410,0.0,5,2,4
4411,1.0,5,4,1
4412,1.0,5,3,2
4413,1.0,5,2,1
4414,0.0,5,2,3
4415,0.0,5,2,4
4416,1.0,48,2,2
4417,0.0,27,2,4
4418,0.0,5,4,3
4419,0.0,48,3,3
4420,1.0,5,3,2
4421,,48,2,3
4422,0.0,5,2,1
4423,1.0,5,4,2
4424,0.0,5,2,1
4425,1.0,5,4,1
4426,1.0,5,4,2
4427,1.0,5,4,4
4428,0.0,5,3,3
4429,1.0,29,3,4
4430,1.0,5,3,2
4431,1.0,5,3,1
4432,0.0,5,4,2
4433,0.0,1,1,1
4434,0.0,1,1,3
4435,0.0,39,2,2
4436,1.0,43,2,1
4437,0.0,43,3,1
4438,0.0,25,1,2
4439,1.0,1,1,1
4440,0.0,44,1,4
4441,1.0,44,3,2
4442,0.0,39,2,3
4443,0.0,46,2,2
4444,1.0,33,2,2
4445,1.0,33,4,2
4446,1.0,39,3,4
4447,0.0,5,2,1
4448,1.0,32,3,2
4449,1.0,5,4,2
4450,1.0,5,3,4
4451,0.0,5,4,4
4452,,5,4,2
4453,0.0,5,4,2
4454,0.0,37,4,3
4455,0.0,49,3,1
4456,0.0,34,3,3
4457,0.0,10,4,2
4458,1.0,10,2,2
4459,1.0,10,4,2
4460,0.0,11,2,2
4461,1.0,41,4,4
4462,,33,2,3
4463,0.0,28,3,2
4464,1.0,44,4,3
4465,1.0,32,1,4
4466,1.0,5,4,2
4467,0.0,32,1,3
4468,1.0,28,3,4
4469,1.0,13,1,3
4470,1.0,48,3,3
4471,0.0,26,2,3
4472,0.0,6,4,2
4473,1.0,25,1,2
4474,1.0,44,3,2
4475,0.0,39,4,1
4476,1.0,34,1,1
4477,0.0,39,4,1
4478,1.0,10,3,2
4479,1.0,22,4,2
4480,0.0,37,4,2
4481,1.0,24,1,3
4482,0.0,50,2,2
4483,0.0,50,2,2
4484,1.0,16,3,4
4485,0.0,36,3,1
4486,1.0,42,3,1
4487,0.0,24,2,3
4488,1.0,31,3,4
4489,0.0,33,4,2
4490,0.0,25,2,3
4491,0.0,44,3,1
4492,1.0,14,4,2
4493,1.0,34,2,2
4494,0.0,41,1,3
4495,0.0,21,2,1
4496,1.0,37,2,4
4497,1.0,44,3,2
4498,1.0,5,4,2
4499,1.0,39,4,4
4500,1.0,26,2,2
4501,1.0,26,2,1
4502,0.0,14,4,1
4503,1.0,50,2,2
4504,,50,2,4
4505,0.0,44,1,1
4506,1.0,49,3,3
4507,,47,1,4
4508,1.0,10,4,3
4509,1.0,42,4,3
4510,1.0,10,3,2
4511,1.0,1,3,2
4512,0.0,31,1,3
4513,1.0,39,1,4
4514,0.0,40,2,2
4515,0.0,33,4,4
4516,0.0,47,3,2
4517,,1,2,3
4518,0.0,48,1,3
4519,0.0,5,1,4
4520,1.0,31,4,2
4521,0.0,36,2,2
4522,0.0,23,2,3
4523,1.0,36,1,2
4524,1.0,15,2,2
4525,0.0,33,2,3
4526,0.0,39,2,4
4527,1.0,26,2,1
4528,0.0,6,2,3
4529,1.0,10,1,2
4530,1.0,43,3,1
4531,,41,2,2
4532,1.0,34,2,2
4533,1.0,11,1,2
4534,1.0,18,2,2
4535,0.0,41,2,2
4536,1.0,7,4,2
4537,0.0,22,4,2
4538,1.0,23,2,2
4539,1.0,36,4,4
4540,1.0,36,3,4
4541,1.0,36,4,3
4542,0.0,22,4,3
4543,0.0,40,4,3
4544,1.0,10,2,3
4545,1.0,18,4,2
4546,0.0,48,3,4
4547,0.0,44,3,1
4548,1.0,44,3,3
4549,1.0,25,1,4
4550,0.0,4,2,3
4551,0.0,25,1,1
4552,0.0,34,2,4
4553,1.0,47,3,3
4554,1.0,11,3,2
4555,0.0,42,2,1
4556,1.0,41,3,2
4557,,47,4,1
4558,0.0,21,2,2
4559,1.0,33,2,2
4560,1.0,39,4,2
4561,1.0,10,4,2
4562,0.0,33,1,4
4563,1.0,23,3,1
4564,1.0,44,1,2
4565,1.0,34,2,1
4566,1.0,18,2,3
4567,1.0,10,2,3
4568,1.0,23,3,4
4569,1.0,43,2,1
4570,0.0,14,2,3
4571,1.0,10,1,1
4572,0.0,39,3,3
4573,0.0,5,1,3
4574,0.0,5,2,3
4575,0.0,5,4,2
4576,0.0,5,3,2
4577,0.0,5,1,4
4578,0.0,44,2,2
4579,1.0,10,3,3
4580,1.0,33,4,2
4581,0.0,10,4,2
4582,1.0,11,4,2
4583,0.0,18,1,3
4584,0.0,24,2,1
4585,1.0,21,2,3
4586,0.0,37,4,3
4587,1.0,1,2,2
4588,,44,2,3
4589,1.0,47,3,1
4590,1.0,26,3,4
4591,1.0,3,3,2
4592,0.0,39,1,4
4593,1.0,47,4,2
4594,,33,4,2
4595,1.0,36,4,3
4596,0.0,20,2,2
4597,1.0,14,2,3
4598,0.0,23,3,3
4599,1.0,29,1,3
4600,1.0,25,3,3
4601,1.0,5,2,1
4602,1.0,18,1,3
4603,1.0,41,4,3
4604,1.0,44,4,4
4605,0.0,33,1,3
4606,0.0,5,1,4
4607,0.0,39,4,3
4608,0.0,23,4,4
4609,1.0,39,3,4
4610,0.0,17,2,3
4611,1.0,1,2,1
4612,1.0,15,3,4
4613,1.0,44,2,2
4614,1.0,25,2,3
4615,1.0,47,3,1
4616,0.0,44,3,1
4617,1.0,43,1,3
4618,1.0,21,2,1
4619,0.0,33,2,1
4620,0.0,36,4,2
4621,1.0,5,2,1
4622,0.0,44,2,2
4623,0.0,19,4,2
4624,1.0,20,3,2
4625,1.0,23,2,1
4626,1.0,23,4,4
4627,1.0,15,4,3
4628,,23,2,3
4629,1.0,36,3,2
4630,1.0,47,4,2
4631,0.0,39,3,3
4632,1.0,31,1,4
4633,0.0,33,3,3
4634,1.0,47,4,4
4635,1.0,22,2,1
4636,1.0,10,4,2
4637,0.0,22,2,3
4638,1.0,15,3,3
4639,1.0,24,2,2
4640,0.0,17,2,3
4641,1.0,17,3,4
4642,1.0,34,2,1
4643,0.0,33,2,2
4644,1.0,6,2,1
4645,1.0,23,4,2
4646,1.0,23,2,3
4647,0.0,36,3,1
4648,0.0,31,2,1
4649,1.0,39,3,4
4650,,39,4,3
4651,0.0,30,4,2
4652,0.0,31,3,4
4653,0.0,31,2,1
4654,0.0,31,1,3
4655,1.0,39,3,1
4656,,33,4,3
4657,0.0,31,4,3
4658,1.0,23,2,3
4659,0.0,22,4,1
4660,1.0,14,4,3
4661,0.0,23,1,4
4662,0.0,23,3,1
4663,1.0,15,2,3
4664,1.0,15,1,1
4665,1.0,23,2,1
4666,0.0,6,3,1
4667,0.0,22,1,1
4668,0.0,16,1,4
4669,0.0,47,2,1
4670,0.0,26,2,3
4671,0.0,22,2,3
4672,0.0,33,4,1
4673,0.0,20,3,2
4674,1.0,36,2,1
4675,0.0,23,4,2
4676,1.0,19,2,2
4677,0.0,22,4,3
4678,0.0,7,4,2
4679,0.0,14,2,4
4680,1.0,22,4,2
4681,1.0,33,4,1
4682,1.0,11,2,2
4683,0.0,41,1,2
4684,0.0,19,2,1
4685,1.0,21,2,3
4686,0.0,49,2,3
4687,0.0,23,3,3
4688,1.0,48,3,4
4689,1.0,15,2,4
4690,0.0,22,3,2
4691,1.0,10,2,1
4692,,39,1,4
4693,1.0,22,3,2
4694,0.0,23,2,2
4695,0.0,36,4,3
4696,1.0,16,3,2
4697,0.0,10,4,3
4698,0.0,39,4,3
4699,1.0,13,3,2
4700,0.0,28,2,4
4701,,44,4,3
4702,0.0,17,1,4
4703,0.0,26,1,3
4704,1.0,15,3,3
4705,1.0,31,2,3
4706,0.0,31,4,2
4707,1.0,25,4,2
4708,0.0,25,3,2
4709,1.0,10,4,1
4710,1.0,44,4,3
4711,0.0,31,3,2
4712,0.0,11,2,2
4713,0.0,22,2,3
4714,0.0,3,2,3
4715,1.0,41,4,4
4716,1.0,25,4,2
4717,,50,3,3
4718,1.0,14,4,2
4719,1.0,14,1,3
4720,,14,2,3
